date,sentiment_ng,sentiment_oil,sentiment_power
2021-07-22,-0.013703413307666779,,
2021-07-23,-0.013703413307666779,,
2021-07-26,-0.013703413307666779,,
2021-07-27,-0.005324093624949455,,
2021-07-28,-0.005324093624949455,,
2021-07-29,-0.005324093624949455,,
2021-07-30,-0.012053395621478558,,
2021-08-02,-0.010856008157134056,,
2021-08-03,-0.010856008157134056,,
2021-08-04,-0.010856008157134056,,
2021-08-05,-0.010856008157134056,,
2021-08-06,,,
2021-08-09,,,
2021-08-10,,,
2021-08-11,,,
2021-08-12,,,
2021-08-13,,,
2021-08-16,,,
2021-08-17,,,
2021-08-18,,,
2021-08-19,,,
2021-08-20,,,
2021-08-23,,,
2021-08-24,,,
2021-08-25,,,
2021-08-26,,,
2021-08-27,,,
2021-08-30,,,
2021-08-31,,,
2021-09-01,,,
2021-09-02,,,
2021-09-03,,,
2021-09-06,,,
2021-09-07,,,
2021-09-08,,,
2021-09-09,,,
2021-09-10,,,
2021-09-13,,,
2021-09-14,,,
2021-09-15,,,
2021-09-16,,,
2021-09-17,,,
2021-09-20,,,
2021-09-21,,,
2021-09-22,,,
2021-09-23,,,
2021-09-24,,,
2021-09-27,,,
2021-09-28,,,
2021-09-29,,,
2021-09-30,-0.013146590441465378,,
2021-10-01,-0.013146590441465378,,
2021-10-04,-0.01574772223830223,,
2021-10-05,-0.01574772223830223,,
2021-10-06,-0.01574772223830223,,
2021-10-07,-0.01574772223830223,,
2021-10-08,,,
2021-10-11,,,
2021-10-12,-0.015863047912716866,,
2021-10-13,-0.015863047912716866,,
2021-10-14,-0.015863047912716866,,
2021-10-15,-0.015863047912716866,,
2021-10-18,,,
2021-10-19,,,
2021-10-20,,,
2021-10-21,,,
2021-10-22,,,
2021-10-25,,,
2021-10-26,-0.0011758729815483093,,
2021-10-27,-0.0011758729815483093,,
2021-10-28,-0.0011758729815483093,,
2021-10-29,-0.01353419292718172,,
2021-11-01,-0.01353419292718172,,
2021-11-02,-0.01353419292718172,,
2021-11-03,-0.01353419292718172,,
2021-11-04,,,
2021-11-05,,,
2021-11-08,,,
2021-11-09,,,
2021-11-10,,,
2021-11-11,,,
2021-11-12,,,
2021-11-15,,,
2021-11-16,,,
2021-11-17,-0.014991939067840576,,
2021-11-18,-0.014991939067840576,,
2021-11-19,-0.014991939067840576,,
2021-11-22,-0.014991939067840576,,
2021-11-23,,,
2021-11-24,,,
2021-11-25,,,
2021-11-26,,,
2021-11-29,,,
2021-11-30,-0.004114031791687012,,
2021-12-01,-0.004114031791687012,,
2021-12-02,-0.004114031791687012,,
2021-12-03,-0.004114031791687012,,
2021-12-06,,,
2021-12-07,,,
2021-12-08,,,
2021-12-09,,,
2021-12-10,,,
2021-12-13,,,
2021-12-14,,,
2021-12-15,,,
2021-12-16,,,
2021-12-17,-0.015571460127830505,,
2021-12-20,-0.015571460127830505,,
2021-12-21,-0.015571460127830505,,
2021-12-22,-0.015571460127830505,,
2021-12-23,,,
2021-12-24,,,
2021-12-27,,,
2021-12-28,,,
2021-12-29,,,
2021-12-30,-0.014594120904803276,,
2021-12-31,-0.014594120904803276,,
2022-01-03,-0.014594120904803276,,
2022-01-04,-0.014594120904803276,,
2022-01-05,,,
2022-01-06,,,
2022-01-07,,,
2022-01-10,,,
2022-01-11,,,
2022-01-12,,,
2022-01-13,,,
2022-01-14,,,
2022-01-17,,,
2022-01-18,-0.004665087908506393,,
2022-01-19,-0.004665087908506393,,
2022-01-20,-0.004665087908506393,,
2022-01-21,-0.004665087908506393,,
2022-01-24,,,
2022-01-25,-0.004063822329044342,,
2022-01-26,-0.004063822329044342,,
2022-01-27,-0.004063822329044342,,
2022-01-28,-0.012004491873085499,,
2022-01-31,-0.011553148739039898,,
2022-02-01,-0.010476795956492424,,
2022-02-02,-0.010476795956492424,,
2022-02-03,-0.010476795956492424,,
2022-02-04,-0.010476795956492424,,
2022-02-07,,,
2022-02-08,,,
2022-02-09,,,
2022-02-10,,,
2022-02-11,,,
2022-02-14,,,
2022-02-15,,,
2022-02-16,,,
2022-02-17,,,
2022-02-18,,,
2022-02-21,,,
2022-02-22,,,
2022-02-23,,,
2022-02-24,,,
2022-02-25,,,
2022-02-28,,,-0.010932344943284988
2022-03-01,,,-0.010932344943284988
2022-03-02,,,-0.010932344943284988
2022-03-03,-0.010204872116446495,,-0.010932344943284988
2022-03-04,-0.010204872116446495,,
2022-03-07,-0.010204872116446495,,
2022-03-08,-0.010204872116446495,,
2022-03-09,,,
2022-03-10,,,
2022-03-11,,,
2022-03-14,,,
2022-03-15,,,
2022-03-16,,,
2022-03-17,,,
2022-03-18,,,
2022-03-21,,,
2022-03-22,-0.010663202032446861,,
2022-03-23,-0.010663202032446861,,
2022-03-24,-0.010663202032446861,,
2022-03-25,-0.010663202032446861,,
2022-03-28,,,
2022-03-29,,,
2022-03-30,,,
2022-03-31,,,
2022-04-01,,,
2022-04-04,-0.010126613080501556,,
2022-04-05,-0.010126613080501556,,
2022-04-06,-0.010126613080501556,,
2022-04-07,-0.010126613080501556,,
2022-04-08,,,
2022-04-11,,,
2022-04-12,,,
2022-04-13,,,
2022-04-14,,,
2022-04-15,,,
2022-04-18,,,
2022-04-19,,,
2022-04-20,,,
2022-04-21,,,
2022-04-22,,,
2022-04-25,,,
2022-04-26,-0.003682399168610573,,
2022-04-27,-0.003682399168610573,,
2022-04-28,-0.003682399168610573,,
2022-04-29,-0.01148343738168478,,
2022-05-02,-0.01148343738168478,,
2022-05-03,-0.01148343738168478,,
2022-05-04,-0.01148343738168478,,
2022-05-05,,,
2022-05-06,,,
2022-05-09,,,
2022-05-10,,,
2022-05-11,,,
2022-05-12,,,
2022-05-13,,,
2022-05-16,,,
2022-05-17,,,
2022-05-18,,,
2022-05-19,,,
2022-05-20,,,
2022-05-23,,,
2022-05-24,,,
2022-05-25,,,
2022-05-26,,,
2022-05-27,-0.010646181181073189,,
2022-05-30,-0.010646181181073189,,
2022-05-31,-0.010805554687976837,-0.010805554687976837,-0.010805554687976837
2022-06-01,-0.010809041559696198,-0.010805554687976837,-0.010805554687976837
2022-06-02,-0.0034617502242326736,-0.010805554687976837,-0.010805554687976837
2022-06-03,-0.0034617502242326736,-0.010805554687976837,-0.010805554687976837
2022-06-06,-0.0034617502242326736,,
2022-06-07,-0.0034617502242326736,,
2022-06-08,,,
2022-06-09,,,
2022-06-10,,,
2022-06-13,,,-0.011574620380997658
2022-06-14,,,-0.011574620380997658
2022-06-15,,,-0.011574620380997658
2022-06-16,,,-0.011574620380997658
2022-06-17,-0.010852230712771416,,
2022-06-20,-0.010852230712771416,,
2022-06-21,-0.010852230712771416,,
2022-06-22,-0.010852230712771416,,
2022-06-23,,,
2022-06-24,,,
2022-06-27,,,
2022-06-28,,,
2022-06-29,,,
2022-06-30,,,
2022-07-01,-0.010386912152171135,,
2022-07-04,-0.010386912152171135,,
2022-07-05,-0.010386912152171135,,
2022-07-06,-0.010386912152171135,,
2022-07-07,,,
2022-07-08,,,
2022-07-11,,,
2022-07-12,,,
2022-07-13,,,
2022-07-14,,,
2022-07-15,,,
2022-07-18,,,
2022-07-19,,,
2022-07-20,,,
2022-07-21,,,
2022-07-22,,,
2022-07-25,,,
2022-07-26,-0.0037581995129585266,,
2022-07-27,-0.0037581995129585266,,
2022-07-28,-0.0037581995129585266,,
2022-07-29,-0.010966300033032894,,
2022-08-01,-0.012918982654809952,,
2022-08-02,-0.012918982654809952,,
2022-08-03,-0.012918982654809952,,
2022-08-04,-0.012918982654809952,,
2022-08-05,,,
2022-08-08,,,
2022-08-09,,,
2022-08-10,,,
2022-08-11,,,
2022-08-12,,,
2022-08-15,,,
2022-08-16,,,
2022-08-17,,,
2022-08-18,,,
2022-08-19,,,
2022-08-22,,,
2022-08-23,,,
2022-08-24,,,
2022-08-25,,,
2022-08-26,,,
2022-08-29,,,
2022-08-30,,,
2022-08-31,,,
2022-09-01,,,
2022-09-02,,,
2022-09-05,,,
2022-09-06,,,
2022-09-07,,,
2022-09-08,,,
2022-09-09,,,
2022-09-12,,,
2022-09-13,,,
2022-09-14,,,
2022-09-15,,,
2022-09-16,,,
2022-09-19,,,
2022-09-20,,,
2022-09-21,,,
2022-09-22,,,
2022-09-23,,,
2022-09-26,,,
2022-09-27,,,
2022-09-28,,,
2022-09-29,,,
2022-09-30,,,
2022-10-03,,,
2022-10-04,-0.010399866849184036,,
2022-10-05,-0.010399866849184036,,
2022-10-06,-0.010399866849184036,,
2022-10-07,-0.010399866849184036,,
2022-10-10,,,
2022-10-11,,,
2022-10-12,,,
2022-10-13,,,
2022-10-14,,,
2022-10-17,,,
2022-10-18,,,
2022-10-19,,,
2022-10-20,,,
2022-10-21,,,
2022-10-24,,,
2022-10-25,-0.004239711910486221,,
2022-10-26,-0.004239711910486221,,
2022-10-27,-0.004239711910486221,,
2022-10-28,-0.012088383547961712,,
2022-10-31,-0.013316603377461433,,
2022-11-01,-0.013316603377461433,,
2022-11-02,-0.013316603377461433,,
2022-11-03,-0.013316603377461433,,
2022-11-04,,,
2022-11-07,,,
2022-11-08,,,
2022-11-09,,,
2022-11-10,,,
2022-11-11,,,
2022-11-14,,,
2022-11-15,,,
2022-11-16,,,
2022-11-17,,,
2022-11-18,-0.0116366446018219,,
2022-11-21,-0.0116366446018219,,
2022-11-22,-0.0116366446018219,,
2022-11-23,-0.0116366446018219,,
2022-11-24,,,
2022-11-25,,,
2022-11-28,,,
2022-11-29,,,
2022-11-30,,,
2022-12-01,,,
2022-12-02,-0.011321945115923882,,
2022-12-05,-0.011321945115923882,,
2022-12-06,-0.011321945115923882,,
2022-12-07,-0.011321945115923882,,
2022-12-08,-0.011321945115923882,,-0.011273682117462158
2022-12-09,,,-0.011273682117462158
2022-12-12,,,-0.011273682117462158
2022-12-13,,,-0.011273682117462158
2022-12-14,,,
2022-12-15,,,
2022-12-16,-0.0026984643191099167,,
2022-12-19,-0.0026984643191099167,,
2022-12-20,-0.0026984643191099167,,
2022-12-21,-0.0026984643191099167,,
2022-12-22,,,
2022-12-23,-0.014606449753046036,,
2022-12-26,-0.014606449753046036,,
2022-12-27,-0.014606449753046036,,
2022-12-28,-0.014606449753046036,,
2022-12-29,,,
2022-12-30,,,
2023-01-02,,,
2023-01-03,,,
2023-01-04,-0.010208889842033386,,
2023-01-05,-0.010208889842033386,,
2023-01-06,-0.010208889842033386,,
2023-01-09,-0.010208889842033386,,
2023-01-10,,,
2023-01-11,,,
2023-01-12,,,
2023-01-13,,,
2023-01-16,,,
2023-01-17,,,
2023-01-18,-0.004298115149140358,,
2023-01-19,-0.004298115149140358,,
2023-01-20,-0.004298115149140358,,
2023-01-23,-0.004298115149140358,,
2023-01-24,-0.004103915765881538,,
2023-01-25,-0.004103915765881538,,
2023-01-26,-0.0123825091868639,,
2023-01-27,-0.012455170974135399,,
2023-01-30,-0.012455170974135399,,
2023-01-31,-0.010611196979880333,,
2023-02-01,-0.010611196979880333,,
2023-02-02,-0.010611196979880333,,
2023-02-03,-0.010611196979880333,,
2023-02-06,,,
2023-02-07,,,
2023-02-08,,,
2023-02-09,,,
2023-02-10,,,
2023-02-13,,,
2023-02-14,,,
2023-02-15,,,
2023-02-16,,,
2023-02-17,,,
2023-02-20,,,
2023-02-21,,,
2023-02-22,,,
2023-02-23,,,
2023-02-24,-0.011447865515947342,,
2023-02-27,-0.011447865515947342,,
2023-02-28,-0.011447865515947342,,
2023-03-01,-0.011447865515947342,,
2023-03-02,,,
2023-03-03,,,
2023-03-06,,,
2023-03-07,,,
2023-03-08,,,
2023-03-09,,,
2023-03-10,,,
2023-03-13,,,
2023-03-14,,,
2023-03-15,,,
2023-03-16,,,
2023-03-17,,,
2023-03-20,,,
2023-03-21,,,
2023-03-22,,,
2023-03-23,,,
2023-03-24,,,
2023-03-27,,,
2023-03-28,,,
2023-03-29,,,
2023-03-30,,,
2023-03-31,,,
2023-04-03,,,
2023-04-04,-0.00990355759859085,,
2023-04-05,-0.00990355759859085,,
2023-04-06,-0.00990355759859085,,
2023-04-07,-0.00990355759859085,,
2023-04-10,,,
2023-04-11,,,
2023-04-12,,,
2023-04-13,,,
2023-04-14,,,
2023-04-17,,,
2023-04-18,,,
2023-04-19,,,
2023-04-20,,,
2023-04-21,,,
2023-04-24,,,
2023-04-25,-0.0036448538303375244,,
2023-04-26,-0.0036448538303375244,,
2023-04-27,-0.0036448538303375244,,
2023-04-28,-0.011188182979822159,,
2023-05-01,-0.011188182979822159,,
2023-05-02,-0.011188182979822159,,
2023-05-03,-0.011188182979822159,,
2023-05-04,,,
2023-05-05,,,
2023-05-08,,,
2023-05-09,,,
2023-05-10,,,
2023-05-11,,,
2023-05-12,,,
2023-05-15,,,
2023-05-16,,,
2023-05-17,,,
2023-05-18,,,
2023-05-19,,,
2023-05-22,-0.01077377237379551,,
2023-05-23,-0.01077377237379551,,
2023-05-24,-0.01077377237379551,,
2023-05-25,-0.01077377237379551,,
2023-05-26,,,
2023-05-29,,,
2023-05-30,,,
2023-05-31,,,
2023-06-01,,,
2023-06-02,-0.010484885424375534,,
2023-06-05,-0.010484885424375534,,
2023-06-06,-0.010239878669381142,,
2023-06-07,-0.010239878669381142,,
2023-06-08,-0.010239878669381142,,
2023-06-09,-0.010239878669381142,,
2023-06-12,,,
2023-06-13,,,
2023-06-14,,,
2023-06-15,,,
2023-06-16,,,
2023-06-19,,,
2023-06-20,,,
2023-06-21,,,
2023-06-22,,,
2023-06-23,,,
2023-06-26,,,
2023-06-27,,,
2023-06-28,,,
2023-06-29,,,
2023-06-30,,,
2023-07-03,-0.0027565546333789825,,
2023-07-04,-0.0027565546333789825,,
2023-07-05,-0.010899119079113007,,
2023-07-06,-0.010899119079113007,,
2023-07-07,-0.010899119079113007,,
2023-07-10,-0.010899119079113007,,
2023-07-11,,,
2023-07-12,,,
2023-07-13,-0.015507116913795471,-0.015507116913795471,
2023-07-14,-0.015507116913795471,-0.015507116913795471,
2023-07-17,-0.015507116913795471,-0.015507116913795471,
2023-07-18,-0.015507116913795471,-0.015507116913795471,
2023-07-19,,,
2023-07-20,,,
2023-07-21,,,
2023-07-24,-0.01173156127333641,,
2023-07-25,-0.0028032828122377396,,
2023-07-26,-0.0028032828122377396,-0.01173156127333641,
2023-07-27,-0.0028032828122377396,-0.01173156127333641,
2023-07-28,-0.010684039443731308,-0.01173156127333641,
2023-07-31,-0.010684039443731308,-0.01173156127333641,
2023-08-01,-0.010684039443731308,,
2023-08-02,-0.010684039443731308,,
2023-08-03,,,
2023-08-04,,,
2023-08-07,-0.013037465512752533,,
2023-08-08,-0.013037465512752533,,
2023-08-09,-0.013037465512752533,,
2023-08-10,-0.013037465512752533,,
2023-08-11,,,
2023-08-14,,,
2023-08-15,,,
2023-08-16,,,
2023-08-17,,,
2023-08-18,,,
2023-08-21,,,
2023-08-22,,,
2023-08-23,,,
2023-08-24,,,
2023-08-25,,,
2023-08-28,,,
2023-08-29,,,
2023-08-30,,,
2023-08-31,,,
2023-09-01,,,
2023-09-04,,,
2023-09-05,,,
2023-09-06,,,
2023-09-07,,,
2023-09-08,,,
2023-09-11,,,
2023-09-12,,,
2023-09-13,,,
2023-09-14,,,
2023-09-15,,,
2023-09-18,,,
2023-09-19,,,
2023-09-20,,,
2023-09-21,,,
2023-09-22,,,
2023-09-25,,,
2023-09-26,,,
2023-09-27,,,
2023-09-28,,,
2023-09-29,,,
2023-10-02,,,
2023-10-03,,,
2023-10-04,-0.01074991375207901,,
2023-10-05,-0.01074991375207901,,
2023-10-06,-0.01074991375207901,,
2023-10-09,-0.01074991375207901,,
2023-10-10,,,
2023-10-11,-0.007305213715881109,-0.01846977323293686,
2023-10-12,-0.007305213715881109,-0.01846977323293686,
2023-10-13,-0.010339858010411263,-0.01846977323293686,
2023-10-16,-0.0070524923503398895,-0.01846977323293686,
2023-10-17,-0.0070524923503398895,,
2023-10-18,-0.0070524923503398895,,
2023-10-19,-0.0070524923503398895,,
2023-10-20,-0.023557132109999657,-0.023557132109999657,
2023-10-23,-0.023557132109999657,-0.011415648274123669,
2023-10-24,-0.0027843210846185684,-0.011415648274123669,
2023-10-25,-0.0027843210846185684,-0.011415648274123669,
2023-10-26,-0.0027843210846185684,-0.011415648274123669,
2023-10-27,-0.011464244686067104,,
2023-10-30,-0.008747115731239319,,
2023-10-31,-0.008747115731239319,,
2023-11-01,-0.008747115731239319,,
2023-11-02,-0.021438773721456528,,
2023-11-03,-0.021438773721456528,,
2023-11-06,-0.010085785761475563,,
2023-11-07,-0.010870497673749924,,
2023-11-08,-0.010870497673749924,,
2023-11-09,-0.010870497673749924,,
2023-11-10,-0.010870497673749924,,
2023-11-13,,,
2023-11-14,,,
2023-11-15,-0.011723393574357033,,
2023-11-16,-0.011723393574357033,,
2023-11-17,-0.011723393574357033,,
2023-11-20,-0.011723393574357033,,
2023-11-21,,,
2023-11-22,,,
2023-11-23,,,
2023-11-24,-0.011564696207642555,,
2023-11-27,-0.011564696207642555,,
2023-11-28,-0.011564696207642555,,
2023-11-29,-0.011564696207642555,,
2023-11-30,,,
2023-12-01,,,
2023-12-04,,,
2023-12-05,,,
2023-12-06,-0.013000311329960823,-0.013000311329960823,
2023-12-07,-0.013000311329960823,-0.013000311329960823,
2023-12-08,-0.0018115676939487457,-0.011403262615203857,
2023-12-11,-0.0018115676939487457,-0.011403262615203857,
2023-12-12,-0.0018115676939487457,-0.011403262615203857,
2023-12-13,-0.0018115676939487457,-0.011403262615203857,
2023-12-14,,,
2023-12-15,,,
2023-12-18,,,
2023-12-19,,,
2023-12-20,,,
2023-12-21,,,
2023-12-22,,,
2023-12-25,,,
2023-12-26,,,
2023-12-27,,,
2023-12-28,,,
2023-12-29,,,
2024-01-01,,,
2024-01-02,-0.012182274833321571,-0.012182274833321571,
2024-01-03,-0.012182274833321571,-0.012182274833321571,
2024-01-04,-0.01008206233382225,-0.012182274833321571,
2024-01-05,-0.01008206233382225,-0.012182274833321571,
2024-01-08,-0.01008206233382225,,
2024-01-09,-0.01008206233382225,,
2024-01-10,,,
2024-01-11,,,
2024-01-12,,,
2024-01-15,,,
2024-01-16,,,
2024-01-17,,,
2024-01-18,,,
2024-01-19,-0.003766074776649475,,
2024-01-22,-0.003766074776649475,,
2024-01-23,-0.003766074776649475,,
2024-01-24,-0.003766074776649475,,
2024-01-25,,,
2024-01-26,,,
2024-01-29,,,
2024-01-30,-0.0033169016242027283,,
2024-01-31,-0.0033169016242027283,,
2024-02-01,-0.0033169016242027283,,
2024-02-02,-0.011489217480023703,,
2024-02-05,-0.011489217480023703,,
2024-02-06,-0.011489217480023703,,
2024-02-07,-0.011489217480023703,,
2024-02-08,,,
2024-02-09,,,
2024-02-12,,,
2024-02-13,,,
2024-02-14,,,
2024-02-15,,,
2024-02-16,,,
2024-02-19,,,
2024-02-20,,,
2024-02-21,,,
2024-02-22,,,
2024-02-23,,,
2024-02-26,,,
2024-02-27,,,
2024-02-28,-0.010868800804018974,,
2024-02-29,-0.010868800804018974,,
2024-03-01,-0.010868800804018974,,
2024-03-04,-0.010868800804018974,,
2024-03-05,,,
2024-03-06,,,
2024-03-07,,,
2024-03-08,-0.006583886221051216,,
2024-03-11,-0.006583886221051216,,
2024-03-12,-0.006583886221051216,,
2024-03-13,-0.006583886221051216,,
2024-03-14,,,
2024-03-15,,,
2024-03-18,,,
2024-03-19,,,
2024-03-20,,,
2024-03-21,,,
2024-03-22,,,
2024-03-25,,,
2024-03-26,,,
2024-03-27,,,
2024-03-28,,,
2024-03-29,,,
2024-04-01,,,
2024-04-02,,,
2024-04-03,-0.010026456788182259,,
2024-04-04,-0.010026456788182259,,
2024-04-05,-0.010026456788182259,,
2024-04-08,-0.010026456788182259,,
2024-04-09,,,
2024-04-10,,,
2024-04-11,,,
2024-04-12,,,
2024-04-15,,,
2024-04-16,,,
2024-04-17,,,
2024-04-18,,,
2024-04-19,,,
2024-04-22,,,
2024-04-23,,,
2024-04-24,,,
2024-04-25,-0.0016478318721055984,,
2024-04-26,-0.01107557862997055,,
2024-04-29,-0.01107557862997055,,
2024-04-30,-0.01107557862997055,,
2024-05-01,-0.01107557862997055,,
2024-05-02,,,
2024-05-03,-0.03435199148952961,,
2024-05-06,-0.03435199148952961,,
2024-05-07,-0.03435199148952961,,
2024-05-08,-0.03435199148952961,,
2024-05-09,,,
2024-05-10,-0.017189854755997658,,
2024-05-13,-0.017189854755997658,,
2024-05-14,-0.017189854755997658,,
2024-05-15,-0.017189854755997658,,
2024-05-16,,,
2024-05-17,,,
2024-05-20,,,
2024-05-21,,,
2024-05-22,,,
2024-05-23,,,
2024-05-24,,,
2024-05-27,,,
2024-05-28,,,
2024-05-29,,,
2024-05-30,,,
2024-05-31,-0.010583180002868176,,
2024-06-03,-0.010583180002868176,,
2024-06-04,-0.010583180002868176,,
2024-06-05,-0.010583180002868176,,
2024-06-06,,,
2024-06-07,,,
2024-06-10,,,
2024-06-11,,,
2024-06-12,,,
2024-06-13,,,
2024-06-14,,,
2024-06-17,,,
2024-06-18,,,
2024-06-19,,,
2024-06-20,,,
2024-06-21,,,
2024-06-24,,,
2024-06-25,,,
2024-06-26,,,
2024-06-27,,,
2024-06-28,,,
2024-07-01,,,
2024-07-02,,,
2024-07-03,,,
2024-07-04,,,
2024-07-05,,,
2024-07-08,-0.011774225160479546,,
2024-07-09,-0.011774225160479546,,
2024-07-10,-0.011774225160479546,,
2024-07-11,-0.011774225160479546,,
2024-07-12,,,
2024-07-15,,,
2024-07-16,,,
2024-07-17,,,
2024-07-18,,,
2024-07-19,,,
2024-07-22,,,
2024-07-23,,,
2024-07-24,,,
2024-07-25,,,
2024-07-26,,,
2024-07-29,,,
2024-07-30,-0.0018932763487100601,,
2024-07-31,-0.0018932763487100601,-0.010188279673457146,
2024-08-01,-0.012591293081641197,-0.010188279673457146,
2024-08-02,-0.012815606780350208,-0.009670650586485863,
2024-08-05,-0.012815606780350208,-0.009670650586485863,
2024-08-06,-0.012815606780350208,-0.009670650586485863,
2024-08-07,-0.012815606780350208,-0.009670650586485863,
2024-08-08,,,
2024-08-09,,,
2024-08-12,,,
2024-08-13,,,
2024-08-14,,,
2024-08-15,,,
2024-08-16,,,
2024-08-19,,,
2024-08-20,,,
2024-08-21,-0.004784146323800087,,
2024-08-22,-0.004784146323800087,,
2024-08-23,-0.004784146323800087,,
2024-08-26,-0.004784146323800087,,
2024-08-27,,,
2024-08-28,,,
2024-08-29,,,
2024-08-30,,,
2024-09-02,,,
2024-09-03,,,
2024-09-04,,,
2024-09-05,,,
2024-09-06,,,
2024-09-09,,,
2024-09-10,,,
2024-09-11,,,
2024-09-12,,,
2024-09-13,,,
2024-09-16,,,
2024-09-17,,,
2024-09-18,,,
2024-09-19,,,
2024-09-20,,,
2024-09-23,,,
2024-09-24,,,
2024-09-25,,,
2024-09-26,,,
2024-09-27,,,
2024-09-30,-0.010197948664426804,,
2024-10-01,-0.010197948664426804,,
2024-10-02,-0.010197948664426804,,
2024-10-03,-0.012525619938969612,,
2024-10-04,-0.012525619938969612,,
2024-10-07,-0.009691290557384491,,
2024-10-08,-0.012586856260895729,,
2024-10-09,-0.012586856260895729,,
2024-10-10,-0.012586856260895729,,
2024-10-11,-0.012586856260895729,,
2024-10-14,,,
2024-10-15,,,
2024-10-16,,,
2024-10-17,,,
2024-10-18,-0.013640027493238449,,
2024-10-21,-0.013640027493238449,,
2024-10-22,-0.013640027493238449,,
2024-10-23,-0.013640027493238449,,
2024-10-24,,,
2024-10-25,,,
2024-10-28,,,
2024-10-29,,,
2024-10-30,-0.0020045172423124313,,
2024-10-31,-0.0020045172423124313,,
2024-11-01,-0.013605003245174885,,
2024-11-04,-0.013605003245174885,,
2024-11-05,-0.013605003245174885,,
2024-11-06,-0.013605003245174885,,
2024-11-07,,,
2024-11-08,,,
2024-11-11,,,
2024-11-12,-0.013653088361024857,,
2024-11-13,-0.013653088361024857,,
2024-11-14,-0.013653088361024857,,
2024-11-15,-0.013653088361024857,,
2024-11-18,,,
2024-11-19,,,
2024-11-20,,,
2024-11-21,,,
2024-11-22,,,
2024-11-25,,,
2024-11-26,,,
2024-11-27,,,
2024-11-28,,,
2024-11-29,,,
2024-12-02,,,
2024-12-03,-0.024131860584020615,,
2024-12-04,-0.024131860584020615,,
2024-12-05,-0.024131860584020615,,
2024-12-06,-0.024131860584020615,,
2024-12-09,,,
2024-12-10,-0.013061152771115303,,
2024-12-11,-0.003076452761888504,,
2024-12-12,-0.003076452761888504,,
2024-12-13,-0.003076452761888504,,
2024-12-16,-0.003076452761888504,,
2024-12-17,,,
2024-12-18,,,
2024-12-19,,,
2024-12-20,,,
2024-12-23,,,
2024-12-24,,,
2024-12-25,,,
2024-12-26,,,
2024-12-27,,,
2024-12-30,,,
2024-12-31,,,
2025-01-01,,,
2025-01-02,,,
2025-01-03,,,
2025-01-06,,,
2025-01-07,-0.012902271002531052,,
2025-01-08,-0.012902271002531052,,
2025-01-09,-0.012902271002531052,,
2025-01-10,-0.012902271002531052,,
2025-01-13,,,
2025-01-14,,,
2025-01-15,,,
2025-01-16,,,
2025-01-17,,,
2025-01-20,,,
2025-01-21,,,
2025-01-22,-0.0034294817596673965,,
2025-01-23,-0.0034294817596673965,,
2025-01-24,-0.0034294817596673965,,
2025-01-27,-0.0034294817596673965,,
2025-01-28,,,
2025-01-29,-0.0022187381982803345,,
2025-01-30,-0.0022187381982803345,,
2025-01-31,-0.01248348131775856,,
2025-02-03,-0.01248348131775856,,
2025-02-04,-0.01248348131775856,,
2025-02-05,-0.01248348131775856,,
2025-02-06,,,
2025-02-07,,,
2025-02-10,,,
2025-02-11,,,
2025-02-12,,,
2025-02-13,,,
2025-02-14,,,
2025-02-17,,,
2025-02-18,,,
2025-02-19,,,
2025-02-20,,,
2025-02-21,,,
2025-02-24,,,
2025-02-25,,,
2025-02-26,-0.01365913636982441,,
2025-02-27,-0.01365913636982441,,
2025-02-28,-0.01365913636982441,,
2025-03-03,-0.01365913636982441,,
2025-03-04,,,
2025-03-05,,,
2025-03-06,,,
2025-03-07,,,
2025-03-10,,,
2025-03-11,,,
2025-03-12,,,
2025-03-13,,,
2025-03-14,,,
2025-03-17,-0.01290823332965374,-0.01290823332965374,
2025-03-18,-0.01290823332965374,-0.01290823332965374,
2025-03-19,-0.01290823332965374,-0.01290823332965374,
2025-03-20,-0.01290823332965374,-0.01290823332965374,
2025-03-21,,,
2025-03-24,,,
2025-03-25,,,
2025-03-26,,,
2025-03-27,,,
2025-03-28,,,
2025-03-31,,,
2025-04-01,-0.014433169737458229,,
2025-04-02,-0.014433169737458229,,
2025-04-03,-0.012798555195331573,,
2025-04-04,-0.012798555195331573,,
2025-04-07,-0.012798555195331573,,
2025-04-08,-0.012798555195331573,,
2025-04-09,,,
2025-04-10,,,
2025-04-11,,,
2025-04-14,,,
2025-04-15,,,
2025-04-16,,,
2025-04-17,,,
2025-04-18,,,
2025-04-21,,,
2025-04-22,,,
2025-04-23,,,
2025-04-24,,,
2025-04-25,,,
2025-04-28,,,
2025-04-29,,,
2025-04-30,-0.0015774443745613098,,
2025-05-01,-0.0015774443745613098,,
2025-05-02,-0.011767563410103321,,
2025-05-05,-0.011767563410103321,,
2025-05-06,-0.011767563410103321,,
2025-05-07,-0.011767563410103321,,
2025-05-08,,,
2025-05-09,,,
2025-05-12,,,
2025-05-13,,,
2025-05-14,,,
2025-05-15,,,
2025-05-16,,,
2025-05-19,,,
2025-05-20,,,
2025-05-21,,,
2025-05-22,,,
2025-05-23,,,
2025-05-26,,,
2025-05-27,,,
2025-05-28,,,
2025-05-29,,,
2025-05-30,-0.013207415118813515,,-0.009643109515309334
2025-06-02,-0.013207415118813515,,-0.009643109515309334
2025-06-03,-0.013207415118813515,,-0.009643109515309334
